No,Nama Akun,Link Post,Tipe Post,Tanggal,Durasi,View,Like,Comment,Saved,Share,Kategori,Tipe Konten,Sub Tipe Konten,Jumlah Foto
619,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/photo/7276739029217840390?is_from_webapp=1&sender_device=pc,Foto,9-Sep-2023,0:00:00,465,21,0,0,4,Acara dan Kegiatan,Informational,Promosi Kegiatan,
669,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7134870812972109082?is_from_webapp=1&sender_device=pc,Video,23-Aug-2022,0:00:25,615,18,3,0,1,Acara dan Kegiatan,Remunerative,Promosi Kegiatan,
670,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7133185140204899610?is_from_webapp=1&sender_device=pc,Video,18-Aug-2022,0:00:45,216,8,0,2,0,Acara dan Kegiatan,Remunerative,Promosi Kegiatan,
691,usakti_library,https://www.tiktok.com/@usakti_library/photo/7433232621066276104?is_from_webapp=1&sender_device=pc,Foto,4-Nov-2024,0:00:00,288,5,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,1
853,usulibrary,https://www.tiktok.com/@usulibrary/video/7413364226548436229?is_from_webapp=1&sender_device=pc,Video,11-Sep-2024,0:00:43,396,8,0,0,1,Acara dan Kegiatan,Entertaining,Promosi Kegiatan,
1036,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7429637301455637766?is_from_webapp=1&sender_device=pc,Foto,25-Oct-2024,0:00:00,817,2,0,1,2,Acara dan Kegiatan,Informational,Promosi Kegiatan,1
1037,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7425120994878033157?is_from_webapp=1&sender_device=pc,Video,13-Oct-2024,0:00:17,193,1,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1099,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/photo/7269674609685941509?is_from_webapp=1&sender_device=pc,Foto,21-Aug-2023,0:00:00,220,1,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,1
1124,ummlibrary,https://www.tiktok.com/@ummlibrary/video/7080421695386946842?is_from_webapp=1&sender_device=pc,Video,29-Mar-2022,0:00:43,104,1,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1131,ummlibrary,https://www.tiktok.com/@ummlibrary/video/7026306818364263707?is_from_webapp=1&sender_device=pc,Video,3-Nov-2021,0:00:10,69,2,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1132,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7419180978872012038?is_from_webapp=1&sender_device=pc,Video,27-Sep-2024,0:00:22,707,2,1,0,1,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1183,lib.unand,https://www.tiktok.com/@lib.unand/video/7373987045343022341?is_from_webapp=1&sender_device=pc,Video,28-May-2024,0:00:08,25,0,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1186,lib.unand,https://www.tiktok.com/@lib.unand/video/7370293620244483333?is_from_webapp=1&sender_device=pc,Video,18-May-2024,0:00:09,638,4,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1187,lib.unand,https://www.tiktok.com/@lib.unand/video/7369090211470462214?is_from_webapp=1&sender_device=pc,Video,15-May-2024,0:00:08,749,4,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1190,lib.unand,https://www.tiktok.com/@lib.unand/video/7302413506064813318?is_from_webapp=1&sender_device=pc,Video,17-Nov-2023,0:00:14,681,12,0,0,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1191,lib.unand,https://www.tiktok.com/@lib.unand/video/7268583749439245573?is_from_webapp=1&sender_device=pc,Video,18-Aug-2023,0:00:10,1821,16,0,1,1,Acara dan Kegiatan,Informational,Promosi Kegiatan,
1375,uptperpustakaan,https://www.tiktok.com/@uptperpustakaan/video/7427111928943676680?is_from_webapp=1&sender_device=pc,Video,18-Oct-2024,0:00:33,1697,33,1,1,0,Acara dan Kegiatan,Informational,Promosi Kegiatan,
225,ublibrary,https://www.tiktok.com/@ublibrary/video/7418783427794603270?is_from_webapp=1&sender_device=pc,Video,26-Sep-2024,0:00:46,892,21,0,0,1,Berita dan Informasi,Informational,Berbagi Pengetahuan,
229,ublibrary,https://www.tiktok.com/@ublibrary/video/7407726148597058821?is_from_webapp=1&sender_device=pc,Video,27-Aug-2024,0:00:49,582,15,0,1,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
237,ublibrary,https://www.tiktok.com/@ublibrary/video/7389096767842716933?is_from_webapp=1&sender_device=pc,Video,8-Jul-2024,0:00:34,1084,41,2,1,1,Berita dan Informasi,Informational,Berbagi Pengetahuan,
258,ublibrary,https://www.tiktok.com/@ublibrary/video/7362093710206684422?is_from_webapp=1&sender_device=pc,Video,26-Apr-2024,0:01:11,2208,77,0,4,7,Berita dan Informasi,Entertaining,Berbagi Pengetahuan,
302,ublibrary,https://www.tiktok.com/@ublibrary/video/7286046186262351110?is_from_webapp=1&sender_device=pc,Video,4-Oct-2023,0:00:45,5880,71,0,11,16,Berita dan Informasi,Informational,Berbagi Pengetahuan,
329,ublibrary,https://www.tiktok.com/@ublibrary/photo/7194723023516192026?is_from_webapp=1&sender_device=pc,Foto,31-Jan-2023,0:00:00,460,5,0,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,7
330,ublibrary,https://www.tiktok.com/@ublibrary/video/7171733367078112538?is_from_webapp=1&sender_device=pc,Video,30-Nov-2022,0:01:12,2832,367,8,4,5,Berita dan Informasi,Informational,Berbagi Pengetahuan,
491,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/photo/7203592602761940251?is_from_webapp=1&sender_device=pc,Foto,24-Dec-2022,0:00:00,1030,44,0,24,4,Berita dan Informasi,Informational,Berbagi Pengetahuan,8
496,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/photo/7156804409018600731?is_from_webapp=1&sender_device=pc,Foto,21-Oct-2022,0:00:00,24,9,0,0,2,Berita dan Informasi,Informational,Berbagi Pengetahuan,6
624,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7254766544339635461?is_from_webapp=1&sender_device=pc,Video,12-Jul-2023,0:00:48,4088,408,2,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
751,ui_library,https://www.tiktok.com/@ui_library/photo/7265169387135520006?is_from_webapp=1&sender_device=pc,Foto,9-Aug-2023,0:00:00,1106,21,0,0,1,Berita dan Informasi,Informational,Berbagi Pengetahuan,4
858,usulibrary,https://www.tiktok.com/@usulibrary/video/7376484776947240197?is_from_webapp=1&sender_device=pc,Video,4-Jun-2024,0:01:46,1038,22,0,1,2,Berita dan Informasi,Informational,Berbagi Pengetahuan,
859,usulibrary,https://www.tiktok.com/@usulibrary/video/7371369344854478086?is_from_webapp=1&sender_device=pc,Video,21-May-2024,0:04:16,435,16,0,0,2,Berita dan Informasi,Informational,Berbagi Pengetahuan,
869,usulibrary,https://www.tiktok.com/@usulibrary/video/7233819343027555610?is_from_webapp=1&sender_device=pc,Video,16-May-2023,0:03:20,789,9,1,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
931,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7437404304681618744?is_from_webapp=1&sender_device=pc,Foto,15-Nov-2024,0:00:00,566,3,0,2,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,1
963,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7353088982562901253?is_from_webapp=1&sender_device=pc,Video,2-Apr-2024,0:01:27,271,5,0,1,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
999,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7254854849240534277?is_from_webapp=1&sender_device=pc,Video,12-Jul-2023,0:00:58,288,4,0,0,0,Berita dan Informasi,Entertaining,Berbagi Pengetahuan,
1200,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/video/7445573687178284293?is_from_webapp=1&sender_device=pc,Video,7-Dec-2024,0:05:18,21,4,0,2,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
1209,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7438857215915707703?is_from_webapp=1&sender_device=pc,Foto,19-Nov-2024,0:00:00,339,5,0,1,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1210,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7438856837811735864?is_from_webapp=1&sender_device=pc,Foto,19-Nov-2024,0:00:00,654,9,0,1,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1215,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7436265764103015735?is_from_webapp=1&sender_device=pc,Foto,12-Nov-2024,0:00:00,417,11,0,0,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1216,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7435909030444289335?is_from_webapp=1&sender_device=pc,Foto,11-Nov-2024,0:00:00,117,5,0,1,1,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1224,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7434046043878165766?is_from_webapp=1&sender_device=pc,Foto,6-Nov-2024,0:00:00,103,7,0,3,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1226,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7434007407828782341?is_from_webapp=1&sender_device=pc,Foto,6-Nov-2024,0:00:00,92,3,0,1,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1227,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/video/7434006769514351878?is_from_webapp=1&sender_device=pc,Video,6-Nov-2024,0:00:18,109,4,0,1,6,Berita dan Informasi,Relational,Berbagi Pengetahuan,
1228,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7434005654886550790?is_from_webapp=1&sender_device=pc,Foto,6-Nov-2024,0:00:00,90,3,0,1,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1229,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7431807274659646726?is_from_webapp=1&sender_device=pc,Foto,31-Oct-2024,0:00:00,195,3,0,1,0,Berita dan Informasi,Relational,Berbagi Pengetahuan,1
1231,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7431439013199957253?is_from_webapp=1&sender_device=pc,Foto,30-Oct-2024,0:00:00,234,4,0,1,0,Berita dan Informasi,Entertaining,Berbagi Pengetahuan,1
1233,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7431436316518157574?is_from_webapp=1&sender_device=pc,Foto,30-Oct-2024,0:00:00,22,2,0,1,0,Berita dan Informasi,Entertaining,Berbagi Pengetahuan,1
1235,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/video/7431430961037905158?is_from_webapp=1&sender_device=pc,Video,30-Oct-2024,0:00:17,254,6,0,1,0,Berita dan Informasi,Entertaining,Berbagi Pengetahuan,
1247,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7400575260308819205?is_from_webapp=1&sender_device=pc,Video,8-Aug-2024,0:01:14,538,4,1,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
1280,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7336188074721922310?is_from_webapp=1&sender_device=pc,Video,16-Feb-2024,0:00:09,800,16,0,4,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
1327,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7093085421063638298?is_from_webapp=1&sender_device=pc,Video,2-May-2022,0:00:26,150,8,2,0,0,Berita dan Informasi,Entertaining,Berbagi Pengetahuan,
1330,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7082654337314344218?is_from_webapp=1&sender_device=pc,Video,4-Apr-2022,0:00:49,83,6,0,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
1364,uptperpustakaan,https://www.tiktok.com/@uptperpustakaan/video/7449586750059547911?is_from_webapp=1&sender_device=pc,Video,18-Dec-2024,0:04:39,52,2,0,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
1417,unaslibrary,https://www.tiktok.com/@unaslibrary/photo/7442176143144258824?is_from_webapp=1&sender_device=pc,Foto,28-Nov-2024,0:00:00,658,20,0,4,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,7
1445,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7340875977205058821?is_from_webapp=1&sender_device=pc,Video,29-Feb-2024,0:00:53,67,6,0,0,0,Berita dan Informasi,Informational,Berbagi Pengetahuan,
78,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/photo/7322455679988419846?is_from_webapp=1&sender_device=pc,Foto,10-Jan-2024,0:00:00,3188,96,6,0,5,Berita dan Informasi,Relational,Berita Perpustakaan,1
603,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7319720084644056326?is_from_webapp=1&sender_device=pc,Video,3-Jan-2024,0:00:12,467,12,0,1,0,Berita dan Informasi,Informational,Berita Perpustakaan,
616,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7284989716775161094?is_from_webapp=1&sender_device=pc,Video,1-Oct-2023,0:00:13,108,3,0,0,1,Berita dan Informasi,Entertaining,Berita Perpustakaan,
647,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7204752986667519258?is_from_webapp=1&sender_device=pc,Video,27-Feb-2023,0:00:42,592,9,0,0,0,Berita dan Informasi,Informational,Berita Perpustakaan,
812,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/photo/7369519258587483397?is_from_webapp=1&sender_device=pc,Foto,16-May-2024,0:00:00,5534,241,0,3,6,Berita dan Informasi,Informational,Berita Perpustakaan,10
988,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/photo/7336571158084472070?is_from_webapp=1&sender_device=pc,Foto,17-Feb-2024,0:00:00,639,5,0,0,0,Berita dan Informasi,Informational,Berita Perpustakaan,1
1195,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7442133473793527095?is_from_webapp=1&sender_device=pc,Foto,28-Nov-2024,0:00:00,32200,337,8,17,0,Berita dan Informasi,Informational,Berita Perpustakaan,1
1387,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7436413623393619220?is_from_webapp=1&sender_device=pc,Video,12-Nov-2024,0:00:33,226,8,0,0,0,Berita dan Informasi,Informational,Berita Perpustakaan,
294,ublibrary,https://www.tiktok.com/@ublibrary/video/7291195049910488326?is_from_webapp=1&sender_device=pc,Video,18-Oct-2023,0:00:14,2616,40,2,7,4,Berita dan Informasi,Informational,Buka Tutup Layanan,
346,ublibrary,https://www.tiktok.com/@ublibrary/video/7017688317206547714?is_from_webapp=1&sender_device=pc,Video,11-Oct-2021,0:00:37,425,16,1,0,3,Berita dan Informasi,Informational,Buka Tutup Layanan,
405,perpusulm,https://www.tiktok.com/@perpusulm/video/7398361552165833990?is_from_webapp=1&sender_device=pc,Video,2-Aug-2024,0:00:20,819,27,0,1,4,Berita dan Informasi,Informational,Buka Tutup Layanan,
423,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7424117581906300166?is_from_webapp=1&sender_device=pc,Video,10-Oct-2024,0:00:34,1789,45,0,0,3,Berita dan Informasi,Informational,Buka Tutup Layanan,
493,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7171293584384150810?is_from_webapp=1&sender_device=pc,Video,19-Nov-2022,0:00:15,558,19,0,0,1,Berita dan Informasi,Informational,Buka Tutup Layanan,
574,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7370902892322082053?is_from_webapp=1&sender_device=pc,Video,20-May-2024,0:00:44,1366,28,0,0,2,Berita dan Informasi,Entertaining,Buka Tutup Layanan,
582,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7357710458264014085?is_from_webapp=1&sender_device=pc,Video,14-Apr-2024,0:00:15,462,11,0,0,1,Berita dan Informasi,Informational,Buka Tutup Layanan,
641,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7212888823192096027?is_from_webapp=1&sender_device=pc,Video,21-Mar-2023,0:00:16,292,4,0,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,
682,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7092760765249211674?is_from_webapp=1&sender_device=pc,Video,1-May-2022,0:00:15,150,9,1,0,9,Berita dan Informasi,Informational,Buka Tutup Layanan,
683,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7091921357696519450?is_from_webapp=1&sender_device=pc,Video,29-Apr-2022,0:00:22,163,16,2,0,5,Berita dan Informasi,Informational,Buka Tutup Layanan,
689,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7070352819269733659?is_from_webapp=1&sender_device=pc,Video,2-Mar-2022,0:02:36,268,14,0,0,9,Berita dan Informasi,Informational,Buka Tutup Layanan,
715,usakti_library,https://www.tiktok.com/@usakti_library/video/7379797999595113733?is_from_webapp=1&sender_device=pc,Video,13-Jun-2024,0:00:37,151,21,0,0,4,Berita dan Informasi,Informational,Buka Tutup Layanan,
791,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7421735112779353349?is_from_webapp=1&sender_device=pc,Video,4-Oct-2024,0:00:30,338,5,1,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,
809,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7389923297623821585?is_from_webapp=1&sender_device=pc,Video,10-Jul-2024,0:00:41,824,19,0,1,0,Berita dan Informasi,Informational,Buka Tutup Layanan,
910,perpusums,https://www.tiktok.com/@perpusums/video/7105946836967394586?is_from_webapp=1&sender_device=pc,Video,6-Jun-2022,0:00:16,330,3,0,0,2,Berita dan Informasi,Informational,Buka Tutup Layanan,
912,perpusums,https://www.tiktok.com/@perpusums/video/7101974494281059610?is_from_webapp=1&sender_device=pc,Video,26-May-2022,0:00:20,876,11,2,1,4,Berita dan Informasi,Informational,Buka Tutup Layanan,
930,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7439253343966481719?is_from_webapp=1&sender_device=pc,Foto,20-Nov-2024,0:00:00,230,5,1,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,1
1058,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7400387376129805574?is_from_webapp=1&sender_device=pc,Foto,7-Aug-2024,0:00:00,359,5,0,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,1
1081,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/photo/7422878777903992070?is_from_webapp=1&sender_device=pc,Foto,7-Oct-2024,0:00:00,430,11,2,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,1
1100,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/photo/7259273982669556998?is_from_webapp=1&sender_device=pc,Foto,24-Jul-2023,0:00:00,479,2,0,0,1,Berita dan Informasi,Informational,Buka Tutup Layanan,1
1120,ummlibrary,https://www.tiktok.com/@ummlibrary/video/7271092206931348741?is_from_webapp=1&sender_device=pc,Video,25-Aug-2023,0:00:15,303,5,0,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,
1346,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7036224106957753626?is_from_webapp=1&sender_device=pc,Video,30-Nov-2021,0:00:10,173,3,0,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,
1369,uptperpustakaan,https://www.tiktok.com/@uptperpustakaan/photo/7442880904739015943?is_from_webapp=1&sender_device=pc,Foto,30-Nov-2024,0:00:00,1385,32,1,11,11,Berita dan Informasi,Informational,Buka Tutup Layanan,1
1371,uptperpustakaan,https://www.tiktok.com/@uptperpustakaan/photo/7441627797971406098?is_from_webapp=1&sender_device=pc,Foto,26-Nov-2024,0:00:00,866,15,0,0,0,Berita dan Informasi,Informational,Buka Tutup Layanan,4
19,perpustakaanunmuhjember,https://www.tiktok.com/@perpusunmuhjember/video/7036930181784702234?is_from_webapp=1&sender_device=pc,Video,2-Dec-2021,0:00:59,135,1,0,0,0,Berita dan Informasi,Informational,Informasi Perpustakaan,
39,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7301263567360199941?is_from_webapp=1&sender_device=pc,Video,14-Nov-2023,0:00:16,3750,51,0,0,10,Berita dan Informasi,Informational,Informasi Perpustakaan,
63,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/photo/7313899670806318341?is_from_webapp=1&sender_device=pc,Foto,18-Dec-2023,0:00:00,3264,71,6,3,1,Berita dan Informasi,Informational,Informasi Perpustakaan,6
219,ublibrary,https://www.tiktok.com/@ublibrary/photo/7436605002937896247?is_from_webapp=1&sender_device=pc,Foto,13-Nov-2024,0:00:00,736,15,0,1,0,Berita dan Informasi,Informational,Informasi Perpustakaan,5
244,ublibrary,https://www.tiktok.com/@ublibrary/video/7376099908807511302?is_from_webapp=1&sender_device=pc,Video,3-Jun-2024,0:00:21,8713,221,12,20,18,Berita dan Informasi,Entertaining,Informasi Perpustakaan,
248,ublibrary,https://www.tiktok.com/@ublibrary/video/7371284932565486853?is_from_webapp=1&sender_device=pc,Video,16-May-2024,0:00:29,6128,199,4,8,23,Berita dan Informasi,Informational,Informasi Perpustakaan,
251,ublibrary,https://www.tiktok.com/@ublibrary/video/7368314958473350406?is_from_webapp=1&sender_device=pc,Video,14-May-2024,0:00:14,6593,142,4,4,8,Berita dan Informasi,Relational,Informasi Perpustakaan,
271,ublibrary,https://www.tiktok.com/@ublibrary/video/7306721941832994054?is_from_webapp=1&sender_device=pc,Video,29-Nov-2023,0:01:23,3081,114,0,8,1,Berita dan Informasi,Informational,Informasi Perpustakaan,
307,ublibrary,https://www.tiktok.com/@ublibrary/video/7282209436968471814?is_from_webapp=1&sender_device=pc,Video,24-Sep-2023,0:00:54,2522,76,6,3,13,Berita dan Informasi,Informational,Informasi Perpustakaan,
